case_id,pattern,question,gold_answer,retrieved_ids,retrieval_recall_at_k,retrieval_precision_at_k,retrieval_mrr,top_attribution_is_gold,gold_attribution_mass,gold_deletion_auc,gold_insertion_auc,retrieval_order_deletion_auc,leave_one_out_deletion_auc,random_deletion_auc,full_gold_support,interaction_total_pairs,interaction_evaluable_pairs,interaction_skipped_pairs,interaction_coverage,interaction_correct_signs,interaction_sign_recovery,interaction_sign_accuracy,closed_book_answer,gold_context_answer,retrieved_context_answer,closed_book_f1,gold_context_f1,retrieved_context_f1,closed_book_exact_match,gold_context_exact_match,retrieved_context_exact_match,knowledge_source_class,generated_interaction_total_pairs,generated_interaction_evaluable_pairs,generated_interaction_skipped_pairs,generated_interaction_coverage,generated_interaction_correct_signs,generated_interaction_sign_recovery,generated_interaction_sign_accuracy,generated_top_attribution_is_gold,generated_gold_attribution_mass,full_generated_support,interaction_complementary_total_pairs,interaction_complementary_evaluable_pairs,interaction_complementary_skipped_pairs,interaction_complementary_coverage,interaction_complementary_correct_signs,interaction_complementary_sign_recovery,interaction_complementary_sign_accuracy,generated_interaction_complementary_total_pairs,generated_interaction_complementary_evaluable_pairs,generated_interaction_complementary_skipped_pairs,generated_interaction_complementary_coverage,generated_interaction_complementary_correct_signs,generated_interaction_complementary_sign_recovery,generated_interaction_complementary_sign_accuracy,interaction_conflicting_total_pairs,interaction_conflicting_evaluable_pairs,interaction_conflicting_skipped_pairs,interaction_conflicting_coverage,interaction_conflicting_correct_signs,interaction_conflicting_sign_recovery,interaction_conflicting_sign_accuracy,generated_interaction_conflicting_total_pairs,generated_interaction_conflicting_evaluable_pairs,generated_interaction_conflicting_skipped_pairs,generated_interaction_conflicting_coverage,generated_interaction_conflicting_correct_signs,generated_interaction_conflicting_sign_recovery,generated_interaction_conflicting_sign_accuracy,interaction_redundant_total_pairs,interaction_redundant_evaluable_pairs,interaction_redundant_skipped_pairs,interaction_redundant_coverage,interaction_redundant_correct_signs,interaction_redundant_sign_recovery,interaction_redundant_sign_accuracy,generated_interaction_redundant_total_pairs,generated_interaction_redundant_evaluable_pairs,generated_interaction_redundant_skipped_pairs,generated_interaction_redundant_coverage,generated_interaction_redundant_correct_signs,generated_interaction_redundant_sign_recovery,generated_interaction_redundant_sign_accuracy
direct_olympics_host,direct_evidence,Which city hosted the 2008 Summer Olympics?,Beijing hosted the 2008 Summer Olympics.,direct_olympics_evidence|direct_olympics_london|direct_tokyo_osaka|missing_japan_tokyo|redundant_france_lyon|direct_canada_montreal,1.0,0.16666666666666666,1.0,True,0.40028430350617683,0.06441405011943628,0.10144002626531075,0.06418221847309759,0.06926031442920381,0.08755610436992682,0.10402855489777707,0,0,0,,0,,,I do not have the retrieved context to answer your question.,"Beijing, China hosted the 2008 Summer Olympics.","Beijing, China, hosted the 2008 Summer Olympics.",0.11764705882352942,0.923076923076923,0.923076923076923,0.0,0.0,0.0,retrieval_enabled,0,0,0,,0,,,True,0.7288495861837018,0.13251486886415598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
direct_canada_capital,direct_evidence,What is the capital city of Canada?,Ottawa is the capital city of Canada.,direct_canada_evidence|direct_canada_toronto|direct_canada_provinces|direct_tokyo_evidence|redundant_france_a|conflict_japan_tokyo_distractor,1.0,0.16666666666666666,1.0,True,0.7381897363496159,0.048212490950915864,0.16667014322280302,0.05327270230522522,0.06619054822952326,0.11529645133475301,0.18075942798514744,0,0,0,,0,,,I cannot answer this question because no context was provided.,Ottawa is the capital city of Canada and the seat of the federal government.,Ottawa is the capital city of Canada and the seat of the federal government.,0.0,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,retrieval_enabled,0,0,0,,0,,,True,0.812786363636943,0.1811847956983511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
direct_pride_author,direct_evidence,Who wrote Pride and Prejudice?,Jane Austen wrote Pride and Prejudice.,direct_austen_evidence|direct_austen_plot|direct_austen_bronte|redundant_hamlet_a|redundant_orwell_a|redundant_orwell_huxley_distractor,1.0,0.16666666666666666,1.0,True,0.4931297687760559,0.041184698621563764,0.09542851412208903,0.033195425643129016,0.033195425643129016,0.07796318053204591,0.10529961975660007,0,0,0,,0,,,I cannot answer this question because no context was provided.,"Jane Austen wrote the novel Pride and Prejudice, which was first published in 1813.","Jane Austen wrote the novel *Pride and Prejudice*, which was first published in 1813.",0.0,0.6,0.6,0.0,0.0,0.0,generation_or_model_failure,0,0,0,,0,,,True,0.9196178835278231,0.13739438533370185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
direct_dna_shape,direct_evidence,What is the molecular shape of DNA?,DNA has a double-helix structure.,direct_dna_evidence|direct_dna_bases|comp_protein_dna|comp_tri_state_solid|comp_protein_rna|comp_tri_state_liquid,1.0,0.16666666666666666,1.0,True,0.9181618251962061,-0.0018727975144631297,0.1863269262483803,-0.0003184419957363016,-0.014884854716484467,0.09906415446826078,0.20744562168802771,0,0,0,,0,,,I do not have the retrieved context to answer this question.,DNA has a double-helix structure formed by two complementary strands.,DNA has a double-helix structure formed by two complementary strands.,0.0,0.7058823529411764,0.7058823529411764,0.0,0.0,0.0,retrieval_enabled,0,0,0,,0,,,True,0.9240548982148039,0.24012283189769756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
complementary_curie_categories,complementary_evidence,Which two Nobel Prize categories did Marie Curie win?,Marie Curie won Nobel Prizes in Physics and Chemistry.,comp_curie_physics|comp_curie_chemistry|comp_curie_family|comp_curie_peace|missing_mars_planet|missing_penicillin_mould,1.0,0.3333333333333333,1.0,True,0.6900139969640121,0.06226401692496072,0.1390841299077152,0.06790354659382648,0.07521308574070718,0.10311163636127724,0.17066552914278232,1,1,0,1.0,1,1.0,1.0,I cannot answer this question because no context was provided.,"Marie Curie won the Nobel Prize in Physics in 1903 for research on radiation phenomena, and she received the Nobel Prize in Chemistry in 1911 for her work on radium and polonium.","Marie Curie won the Nobel Prize in Physics in 1903 for research on radiation phenomena, and she received the Nobel Prize in Chemistry in 1911 for work on radium and polonium.",0.0,0.3902439024390244,0.39999999999999997,0.0,0.0,0.0,generation_or_model_failure,1,1,0,1.0,1,1.0,1.0,True,0.8076218991597072,0.11403190613493552,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
complementary_photosynthesis_inputs,complementary_evidence,Which two material inputs do plants use in photosynthesis?,Plants use carbon dioxide and water in photosynthesis.,comp_photosynthesis_carbon|direct_mitochondria_chloroplast|comp_photosynthesis_output|comp_photosynthesis_water|direct_mitochondria_nucleus|comp_photosynthesis_light,1.0,0.3333333333333333,1.0,True,0.8569672178006283,0.008846700667442734,0.10358608490078225,0.026859262570457954,0.008283345479488141,0.055716948362288125,0.12158082405712056,1,1,0,1.0,1,1.0,1.0,I cannot answer this question because no context was provided.,Plants use carbon dioxide and water as material inputs in photosynthesis.,Plants use carbon dioxide from the air and water absorbed from the soil in photosynthesis.,0.0,0.8421052631578948,0.6956521739130436,0.0,0.0,0.0,retrieval_enabled,1,1,0,1.0,1,1.0,1.0,True,0.926740943065661,0.11581387765612794,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
complementary_water_elements,complementary_evidence,Which two elements make up water?,Water is made of hydrogen and oxygen.,comp_water_states|comp_water_salt|comp_photosynthesis_water|comp_water_hydrogen|conflict_boiling_freezing_distractor|comp_protein_dna,0.5,0.16666666666666666,0.25,True,0.6785888199562271,0.00208199772739572,0.0745612149320561,0.05613632816896307,-0.007834221554318677,0.0398604780108227,0.05875042695783439,1,0,1,0.0,0,,,I cannot answer this question because no context was provided.,"The two elements that make up water are hydrogen and oxygen. Hydrogen is represented by H in the formula H2O, with two hydrogen atoms per molecule, and oxygen is represented by O in the formula H2O, with one oxygen atom per molecule.","The context mentions that the formula for water is H2O, and that the ""H in the formula H2O represents hydrogen,"" which has two hydrogen atoms in each molecule. However, the context does not explicitly state the second element that makes up water.",0.0,0.2040816326530612,0.16326530612244897,0.0,0.0,0.0,generation_or_model_failure,1,0,1,0.0,0,,,True,0.8759425769705853,0.11997021369098038,1.0,0.0,1.0,0.0,0.0,,,1.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
complementary_great_lakes_countries,complementary_evidence,Which two countries share the Great Lakes?,Canada and the United States share the Great Lakes.,comp_lakes_canada|comp_lakes_names|comp_lakes_us|comp_lakes_shipping|missing_japan_islands|missing_suez_panama,1.0,0.3333333333333333,1.0,True,0.8232108584068443,0.009223144512087935,0.08790333563121948,0.00027111068956721846,0.0014714356770394361,0.038109417949699326,0.0926860793641967,1,1,0,1.0,1,1.0,1.0,I cannot answer this question because no context was provided.,The two countries that share the Great Lakes are Canada and the United States.,The two countries that share the Great Lakes are Canada and the United States.,0.0,0.782608695652174,0.782608695652174,0.0,0.0,0.0,retrieval_enabled,1,1,0,1.0,1,1.0,1.0,True,0.891206701388854,0.14708944186346273,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
missing_eiffel_designer,missing_evidence,Who designed the Eiffel Tower?,Gustave Eiffel's company designed the Eiffel Tower.,missing_eiffel_architecture|missing_eiffel_paris|redundant_france_a|missing_eiffel_fair|missing_van_gogh_starry_style|conflict_monalisa_correct,,,,,,-0.026989504371604512,-0.04572689165554159,-0.030306846385549414,-0.042621459253098744,-0.03327876721823545,-0.06296763747376921,0,0,0,,0,,,I cannot answer this question because no context was provided.,I cannot answer this question because no context was provided.,The retrieved context does not state who designed the Eiffel Tower.,0.0,0.0,0.4210526315789474,0.0,0.0,0.0,missing_evidence,0,0,0,,0,,,,,0.0733556427003198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
missing_mars_moons,missing_evidence,What are the names of Mars's two moons?,Mars's two moons are Phobos and Deimos.,missing_mars_surface|missing_mars_orbit|missing_mars_planet|conflict_solar_planets_distractor|comp_inner_mars|direct_gravity_orbits,,,,,,0.031023592272819863,0.023578271014783377,0.022403114157951307,0.021660761845335993,0.029259506336204878,-0.028754791137125812,0,0,0,,0,,,I cannot answer this question because no context was provided.,I cannot answer this question because no context was provided.,The context is insufficient to answer the question.,0.0,0.0,0.0,0.0,0.0,0.0,missing_evidence,0,0,0,,0,,,,,-0.011764790827844207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
